external_gene_name	GM2091_avg	GM2092_avg	GM2093_avg	GM2094_avg	GM2095_avg	GM2096_avg	GM2097_avg	GM2100_avg
Clba1	369	332	328	397	242	324	301	301
Clca1	1	1	0	1	2	0	0	0
Clca2	0	1	0	0	0	0	0	0
Clca3a1	13	25	16	18	7	13	9	7
Clca3a2	2	2	2	4	2	0	1	2
Clca3b	0	0	0	0	0	0	0	0
Clca4a	0	0	1	0	0	0	0	2
Clca4b	0	0	0	0	0	0	0	0
Clca4c-ps	0	0	0	1	0	0	0	0
Clcc1	1043	910	681	1125	520	617	600	707
Clcf1	126	129	25	168	13	28	20	23
Clcn1	165	143	101	229	83	85	91	116
Clcn2	2137	2349	2927	3042	2538	2120	2042	2421
Clcn3	6013	6435	6125	7940	5129	6384	5981	7168
Clcn4	5934	5772	6811	7250	5701	6567	6589	7659
Clcn5	406	381	319	399	310	348	343	423
Clcn6	3139	2842	3523	3297	3047	3509	3069	3825
Clcn7	2161	1843	2029	2070	1912	1847	1693	2040
Clcnka	26	31	7	76	6	8	6	0
Clcnkb	0	1	0	0	1	0	0	0
Cldn1	409	308	41	75	107	408	156	133
Cldn10	420	580	880	949	690	743	689	819
Cldn11	1356	2274	4888	3055	3275	4418	4789	4960
Cldn12	1034	754	815	1153	732	984	915	1192
Cldn13	0	1	0	0	0	0	0	0
Cldn14	13	23	18	30	6	10	15	17
Cldn15	18	8	4	5	2	6	4	4
Cldn16	0	0	0	1	0	0	0	0
Cldn17	0	0	0	0	0	0	0	0
Cldn18	0	2	1	0	0	0	0	0
Cldn19	9	21	21	29	12	24	22	15
Cldn2	185	173	27	24	168	693	261	56
Cldn20	1	5	4	10	3	3	5	1
Cldn22	19	36	41	50	39	41	37	36
Cldn23	9	22	16	50	16	15	10	23
Cldn24	0	0	0	0	0	0	0	0
Cldn25	0	0	0	0	0	0	0	0
Cldn3	12	25	1	7	5	22	8	6
Cldn34-ps	0	0	0	0	0	0	0	0
Cldn34a	0	0	0	0	0	0	0	0
Cldn34b1	0	0	0	0	0	0	0	0
Cldn34b2	1	1	0	0	2	0	1	0
Cldn34b3	0	0	0	1	0	0	0	0
Cldn34b4	0	0	0	0	0	0	0	0
Cldn34c1	10	6	12	21	12	20	17	19
Cldn34c2	0	0	0	0	0	0	0	0
Cldn34c3	0	0	0	0	0	0	0	0
Cldn34c4	0	0	0	0	0	0	0	0
Cldn34d	0	1	0	0	0	0	0	0
Cldn4	6	1	1	3	0	0	0	0
Cldn5	1880	1592	1820	2108	863	862	863	968
Cldn6	2	1	0	2	0	1	0	0
Cldn7	0	0	0	1	0	0	0	1
Cldn8	0	0	0	0	0	0	0	0
Cldn9	3	5	0	1	5	17	6	1
Cldnd1	1693	1383	1529	1837	1327	1568	1558	1890
Cldnd2	0	1	3	2	3	1	2	1
Clec10a	12	10	17	12	6	7	5	7
Clec11a	107	101	123	166	117	126	95	134
Clec12a	2	4	1	0	5	2	3	5
Clec12b	1	2	3	2	0	2	2	3
Clec14a	312	109	185	98	90	96	86	109
Clec16a	3361	3025	3346	3910	3052	3425	3265	3840
Clec18a	101	111	109	53	120	132	48	84
Clec1a	67	70	46	39	49	72	44	47
Clec1b	2	0	6	2	0	0	1	2
Clec2d	85	55	118	56	48	81	94	90
Clec2e	0	1	0	1	0	0	0	0
Clec2f	1	0	0	0	0	0	0	0
Clec2g	1	0	0	0	0	0	0	0
Clec2h	0	0	0	0	0	0	0	0
Clec2i	3	0	0	0	0	0	1	0
Clec2j	0	0	0	0	0	0	0	0
Clec2l	1365	991	1038	1764	934	1008	889	1035
Clec2m	0	0	0	0	0	0	0	0
Clec3a	1	0	0	0	0	0	0	1
Clec3b	41	17	38	32	18	33	34	48
Clec4a1	45	37	17	43	8	7	5	5
Clec4a2	24	19	23	17	7	6	10	14
Clec4a3	28	23	44	29	7	7	20	13
Clec4a4	0	0	0	2	0	0	0	0
Clec4b1	0	0	0	0	0	0	0	0
Clec4b2	0	0	0	0	0	0	0	0
Clec4d	18	16	2	9	0	1	0	0
Clec4e	3	1	1	4	0	0	0	0
Clec4f	0	0	0	0	0	1	0	0
Clec4g	1	0	0	1	0	0	0	0
Clec4n	10	7	10	12	2	2	4	2
Clec5a	34	51	66	46	38	39	43	66
Clec7a	6	13	10	6	4	9	7	9
Clec9a	0	0	0	0	1	1	0	1
Clgn	337	338	377	384	361	366	359	500
Clhc1	1	1	2	1	0	0	6	4
Clic1	570	438	378	675	177	206	220	239
Clic3	35	29	6	15	8	15	14	4
Clic4	2624	2341	2402	3862	1720	2185	2138	2733
Clic5	206	169	211	344	227	222	243	283
Clic6	1231	1013	116	189	443	2169	955	337
Clint1	1792	1875	2201	2090	1676	1980	2045	2111
Clip1	5503	4811	5115	5591	4468	4931	4837	5576
Clip2	4408	4258	5121	5603	4878	5317	4574	5439
Clip3	21544	18640	16620	23282	13908	15335	13826	17175
Clip4	3238	3391	2418	4090	2071	2303	2027	2410
Clk1	4293	3545	4337	4075	3144	3331	3862	4662
Clk2	1240	957	1136	1257	998	963	1002	1305
Clk3	2215	1902	2089	2388	1914	1840	1953	2416
Clk4	2240	1966	2274	2100	1814	1827	1951	2606
Clmn	6677	6608	6211	7471	5210	6737	5649	6603
Clmp	445	652	867	849	635	883	1001	1010
Cln3	411	353	439	416	350	397	429	459
Cln5	306	299	337	456	284	372	367	390
Cln6	486	437	358	589	315	355	325	392
Cln8	731	690	786	877	685	870	747	942
Clnk	3	2	1	2	1	2	4	1
Clnkos	0	1	1	1	1	1	1	0
Clns1a	1362	1360	1667	1668	1399	1666	1572	1756
Clock	2864	2893	3208	3141	2633	3208	3148	3569
Clp1	284	186	195	280	173	215	210	222
Clpb	1319	1284	1777	1577	1498	1759	1489	1784
Clpp	1006	943	1197	1414	922	989	996	1037
Clps	0	0	3	0	0	0	0	0
Clpsl2	0	0	0	0	0	0	0	0
Clptm1	4924	4481	5314	6153	4363	5053	4496	5437
Clptm1l	2632	2655	3100	3393	2592	3124	3036	3424
Clpx	1224	1197	995	1395	831	975	1062	1139
Clrn1	39	38	39	34	30	39	33	40
Clrn2	2	5	3	7	3	9	7	7
Clrn3	0	0	0	2	0	0	0	0
Clspn	25	21	32	32	25	34	37	52
Clstn1	38274	35272	34874	48446	29982	31787	27211	35906
Clstn2	3066	3244	4761	3697	4347	5181	4919	5912
Clstn3	9721	8852	11549	11345	10884	10878	9976	12515
